Date,SEP Start Hour,Maximum Proton Energy,Proton Intensity,Type III Time,Flare Start Hour,H-alpha Location,CME First Appearance Hour,CME First Look Time,CME Width,CME Speed,Group,Flare Xray Start Time Deprecated,Flare Xray Peak Time Deprecated,Flare Class Deprecated,Flare Magnitude Deprecated,Flare Time to Peak Deprecated,Flare Xray Start Time,Flare Xray Peak Time,Flare Xray End Time,Flare Class,Flare Magnitude,Flare Integrated Flux,Flare Duration,Flare Time To Peak,Flare Catalog ID,GOES Xray Satellite,Radio Type III Start Time,Radio Type III End Time,Radio TyII Imp,CDAW CME First Look Time,CDAW CME Speed,CDAW CME Width,CDAW CME Mean Position Angle,Event Source Latitude,Event Source Longitude,Shock Passage Speed,SEP Reference Start,Comments
2001-03-10,8,60,0.002,0400-0410,400,27N;042W,426,2001-03-10 04:26:00,20,819,1,2001-03-10 04:00:00,2001-03-10 04:05:00,M7,7.00E-05,5,2001-03-10 03:55:00,2001-03-10 04:05:00,2001-03-10 04:07:00,M9.5,9.58E-05,0.021190403,12,10,200103100355,8,2001-03-10 04:00:00,2001-03-10 04:10:00,2,2001-03-10 04:26:05,819,81,297,27,42,,2001-03-10 08:00:00,
2001-03-25,22,30,0.0001,1635-1700,1625,16N;023E,1706,2001-03-25 17:06:00,360,677,5,2001-03-25 16:25:00,2001-03-25 16:36:00,C9,9.00E-06,11,2001-03-25 16:25:00,2001-03-25 16:36:00,,M1.2,1.29E-05,,,,,,2001-03-25 16:35:00,2001-03-25 17:00:00,,2001-03-25 17:06:05,677,360,Halo,16,-23,850,2001-03-25 22:00:00,Event has a slow rise; No Type II data available
2001-03-29,12,150,0.24,1000-1015,957,16N;012W,1026,2001-03-29 10:26:00,360,942,2,2001-03-29 09:57:00,2001-03-29 10:15:00,X2,0.0002,18,2001-03-29 09:57:00,2001-03-29 10:15:00,,X2.8,0.00028571,,,,,,2001-03-29 10:00:00,2001-03-29 10:15:00,2,2001-03-29 10:26:05,942,360,Halo,16,12,700,2001-03-29 12:00:00,
2001-04-02,13,150,0.03,1100-1105,1058,16N;062W,1126,2001-04-02 11:26:00,50,992,2,2001-04-02 10:58:00,2001-04-02 11:36:00,X1,0.0001,38,2001-04-02 10:52:00,2001-04-02 11:36:00,2001-04-02 12:05:00,X1.5,0.000158789,0.432891965,73,44,200104021052,8,2001-04-02 11:00:00,2001-04-02 11:05:00,3,2001-04-02 11:26:05,992,80,270,16,62,,2001-04-02 13:00:00,Passing shock not related to the source solar activity caused a related increase of particle intensity
2001-04-02,23,400,3.9,2145-2215,2132,17N;078W,2206,2001-04-02 22:06:00,100,2505,2,2001-04-02 21:32:00,2001-04-02 21:51:00,X20,0.002,19,2001-04-02 21:32:00,2001-04-02 21:51:00,,X28.5,0.0028571,,,,,,2001-04-02 21:45:00,2001-04-02 22:15:00,3,2001-04-02 22:06:07,2505,244,261,17,78,1020,2001-04-02 23:00:00,
2001-04-09,16,300,0.043,1525-1545,1520,21S;004W,1554,2001-04-09 15:54:00,360,1192,2,2001-04-09 15:20:00,2001-04-09 15:34:00,M8,8.00E-05,14,2001-04-09 15:19:00,2001-04-09 15:34:00,2001-04-09 16:00:00,X1.1,0.000114194,0.18487145,41,15,200104091519,8,2001-04-09 15:25:00,2001-04-09 15:45:00,3,2001-04-09 15:54:02,1192,360,Halo,-21,4,,2001-04-09 16:00:00,Passing shock not related to the source solar activity caused a related increase of particle intensity
2001-04-10,7,300,1.07,0510-0540,506,23S;009W,530,2001-04-10 05:30:00,360,2411,4,2001-04-10 05:06:00,2001-04-10 05:26:00,X2,0.0002,20,2001-04-10 05:06:00,2001-04-10 05:26:00,,X2.8,0.00028571,,,,,,2001-04-10 05:10:00,2001-04-10 05:40:00,3,2001-04-10 05:30:00,2411,360,Halo,-23,9,1290,2001-04-10 07:00:00,
2001-04-12,12,300,0.34,1015-1045,939,20S;042W,1031,2001-04-12 10:31:00,120,1184,2,2001-04-12 09:39:00,2001-04-12 10:28:00,X2,0.0002,49,2001-04-12 10:03:00,2001-04-12 10:28:00,2001-04-12 10:49:00,X2.8,0.000289553,0.431190878,46,25,200104121003,8,2001-04-12 10:15:00,2001-04-12 10:45:00,3,2001-04-12 10:31:29,1184,360,Halo,-20,42,,2001-04-12 12:00:00,Passing shock not related to the source solar activity caused a related increase of particle intensity
2001-04-14,18,,,1710-1800,1715,17S;071W,1754,2001-04-14 17:54:00,50,830,1,2001-04-14 17:15:00,,M1,1.00E-05,,2001-04-14 17:15:00,,,M1.4,1.43E-05,,,,,,2001-04-14 17:10:00,2001-04-14 18:00:00,,2001-04-14 17:54:05,830,113,263,-17,71,,2001-04-14 18:00:00,No Type II data available
2001-04-15,14,900,12.2,1345-1415,1319,20S;084W,1406,2001-04-15 14:06:00,110,1199,2,2001-04-15 13:19:00,2001-04-15 13:50:00,X14,0.0014,31,2001-04-15 13:33:00,2001-04-15 13:50:00,2001-04-15 13:55:00,X20.6,0.002066793,0.915895641,22,17,200104151333,8,2001-04-15 13:45:00,2001-04-15 14:15:00,3,2001-04-15 14:06:31,1199,167,245,-20,84,700,2001-04-15 14:00:00,
2001-04-18,3,900,2.9,0220-0240,212,S;120W,230,2001-04-18 02:30:00,140,2465,2,2001-04-18 02:12:00,2001-04-18 03:16:00,C2,2.00E-06,64,2001-04-18 02:12:00,2001-04-18 03:16:00,,C2.8,2.86E-06,,,,,,2001-04-18 02:20:00,2001-04-18 02:40:00,3,2001-04-18 02:30:05,2465,360,Halo,,120,,2001-04-18 03:00:00,Southern event
2001-04-26,22,30,0.0003,1305-1310,1126,17N;031W,1230,2001-04-26 12:30:00,360,1006,5,2001-04-26 11:26:00,2001-04-26 13:12:00,M8,8.00E-05,106,2001-04-26 13:03:00,2001-04-26 13:12:00,2001-04-26 13:18:00,X1.1,0.000112699,0.062572084,15,9,200104261303,8,2001-04-26 13:05:00,2001-04-26 13:10:00,0,2001-04-26 12:30:05,1006,360,Halo,17,31,1040,2001-04-26 22:00:00,Event has a slow rise; No clear evidence of Type II burst in dynamic spectra
2001-05-07,13,90,0.15,~0855,,N;120W,1006,2001-05-07 10:06:00,180,1223,2,,,,,,,,,,,,,,,,2001-05-07 08:55:00,,,2001-05-07 10:06:05,604,233,214,,120,,2001-05-07 13:00:00,Passing shock with no particle increase; Nothern Event; No Type II data available
2001-05-20,8,150,0.14,0605-0615,600,17S;091W,626,2001-05-20 06:26:00,90,546,2,2001-05-20 06:00:00,2001-05-20 06:03:00,M6,6.00E-05,3,2001-05-20 06:02:00,2001-05-20 06:03:00,2001-05-20 06:06:00,M9.2,9.22E-05,0.017582173,4,1,200105200602,8,2001-05-20 06:05:00,2001-05-20 06:15:00,3,2001-05-20 06:26:05,546,179,227,-17,91,,2001-05-20 08:00:00,
2001-05-29,24,40,0.0001,2355-2415,,S;E120,2406,,90,2087,,,,,,,,,,,,,,,,,2001-05-29 23:55:00,,,,,,,,,,2001-05-30 00:00:00,Event has a slow rise; Southern event; No Type II data available
2001-06-04,17,70,0.016,1625-1635,1611,22N;060W,1630,2001-06-04 16:30:00,80,464,,2001-06-04 16:11:00,2001-06-04 16:33:00,C3,3.00E-06,22,2001-06-04 16:10:00,2001-06-04 16:33:00,2001-06-04 16:44:00,C4.6,4.63E-06,0.005714685,34,23,200106041610,8,2001-06-04 16:25:00,2001-06-04 16:35:00,2,2001-06-04 16:30:05,464,89,299,22,60,,2001-06-04 17:00:00,Passing shock with no particle increase
2001-06-11,14,45,0.0006,0540-0545,533,16S;034W?,606,2001-06-11 06:06:00,,326,1,2001-06-11 05:33:00,2001-06-11 05:52:00,C7,7.00E-06,19,2001-06-11 05:32:00,2001-06-11 05:52:00,2001-06-11 06:02:00,M1.0,1.02E-05,0.014312294,30,20,200106110532,8,2001-06-11 05:40:00,2001-06-11 05:45:00,2,2001-06-11 06:06:05,326,96,196,-16,34,,2001-06-11 14:00:00,Event has a slow rise; Location uncertain
2001-06-15,11,60,0.001,1005-1020,1001,26S;041E,1032,2001-06-15 10:32:00,50,1090,1,2001-06-15 10:01:00,2001-06-15 10:13:00,M6,6.00E-05,12,2001-06-15 09:57:00,2001-06-15 10:13:00,2001-06-15 10:20:00,M9.1,9.11E-05,0.063118525,23,16,200106150957,8,2001-06-15 10:05:00,2001-06-15 10:20:00,2,2001-06-15 10:31:33,1090,119,185,-26,-41,,2001-06-15 11:00:00,Passing shock not related to the source solar activity caused a related increase of particle intensity
2001-06-15,15,120,0.28,~1530,,S;120W,1556,2001-06-15 15:56:00,130,1701,3,,,,,,,,,,,,,,,,2001-06-15 15:30:00,,,2001-06-15 15:56:27,1701,360,Halo,,120,,2001-06-15 15:00:00,Passing shock not related to the source solar activity caused a related increase of particle intensity; Southern event; No Type II data available
2001-06-18,27,100,0.004,2220-2230,2150,10S;023W,354,2001-06-18 22:46:55,30,1301,,2001-06-18 21:50:00,2001-06-18 23:01:00,C5,5.00E-06,71,2001-06-18 21:50:00,2001-06-18 23:01:00,,C7.1,7.14E-06,,,,,,2001-06-18 22:20:00,2001-06-18 22:30:00,0,2001-06-18 22:46:55,1301,59,217,-10,23,,2001-06-19 03:00:00,No clear evidence of Type II burst in dynamic spectra
2001-07-19,11,40,0.0003,~1000,952,12S;062W,1030,2001-07-19 10:30:00,40,1668,1,2001-07-19 09:52:00,2001-07-19 10:04:00,M2,2.00E-05,12,2001-07-19 09:47:00,2001-07-19 10:04:00,2001-07-19 10:17:00,M2.6,2.69E-05,0.024989141,30,17,200107190947,8,2001-07-19 10:00:00,,0,2001-07-19 10:30:22,1668,166,275,-12,62,,2001-07-19 11:00:00,No clear evidence of Type II burst in dynamic spectra
2001-08-09,16,70,0.013,,,N;000W?,1030,2001-08-09 10:30:00,160,479,5,,,,,,,,,,,,,,,,,,,2001-08-09 10:30:21,479,175,285,,0,640,2001-08-09 16:00:00,Location uncertain; Nothern Event; No Type II data available
2001-08-14,18,60,0.001,1145-1200,1130,;110W,1601,2001-08-14 16:01:00,360,618,,2001-08-14 11:30:00,2001-08-14 12:42:00,C2,2.00E-06,72,2001-08-14 11:30:00,2001-08-14 12:42:00,,C2.8,2.86E-06,,,,,,2001-08-14 11:45:00,2001-08-14 12:00:00,2,2001-08-14 16:01:28,618,360,Halo,,110,,2001-08-14 18:00:00,
2001-08-15,25,500,5.7,~2355,,S;120W,2354,2001-08-15 23:54:00,180,1575,4,,,,,,,,,,,,,,,,2001-08-15 23:55:00,,,2001-08-15 23:54:05,1575,360,Halo,,120,,2001-08-16 01:00:00,Passing shock not related to the source solar activity caused a related increase of particle intensity; Southern event; No Type II data available
2001-09-12,23,30,0.0005,2135,,16S;062W?,2206,2001-09-12 22:06:00,30,668,1,,,M1,1.00E-05,,,,,,,,,,,,2001-09-12 21:35:00,,,2001-09-12 22:06:05,668,114,239,-16,62,,2001-09-12 23:00:00,Passing shock not related to the source solar activity caused a related increase of particle intensity; Location uncertain; No Type II data available
2001-09-15,12,120,0.073,1135-1200,1104,27S;053W,1154,2001-09-15 11:54:00,80,478,,2001-09-15 11:04:00,2001-09-15 11:28:00,M2,2.00E-05,24,2001-09-15 11:04:00,2001-09-15 11:28:00,,M2.8,2.86E-05,,,,,,2001-09-15 11:35:00,2001-09-15 12:00:00,2,2001-09-15 11:54:07,478,130,263,-27,53,,2001-09-15 12:00:00,
2001-09-17,12,60,0.0009,0820-0830,818,14S;004E,854,2001-09-17 08:54:00,50,1009,,2001-09-17 08:18:00,2001-09-17 08:25:00,M2,2.00E-05,7,2001-09-17 08:18:00,2001-09-17 08:25:00,,M2.8,2.86E-05,,,,,,2001-09-17 08:20:00,2001-09-17 08:30:00,3,2001-09-17 08:54:05,1009,166,198,-14,-4,,2001-09-17 12:00:00,Event has a slow rise
2001-09-24,11,400,8.49,1020-1040,932,16S;023E,1030,2001-09-24 10:30:00,120,2402,4,2001-09-24 09:32:00,2001-09-24 10:38:00,X3,0.0003,66,2001-09-24 09:32:00,2001-09-24 10:38:00,,X4.2,0.00042857,,,,,,2001-09-24 10:20:00,2001-09-24 10:40:00,0,2001-09-24 10:30:59,2402,360,Halo,-16,-23,1220,2001-09-24 11:00:00,No clear evidence of Type II burst in dynamic spectra
2001-10-01,12,120,1.89,0440-0520,441,S;095W,530,2001-10-01 05:30:00,80,1405,4,2001-10-01 04:41:00,2001-10-01 05:05:00,M9,9.00E-05,24,2001-10-01 04:41:00,2001-10-01 05:05:00,,X1.2,0.00012857,,,,,,2001-10-01 04:40:00,2001-10-01 05:20:00,0,2001-10-01 05:30:05,1405,360,Halo,,95,,2001-10-01 12:00:00,Event has a slow rise. Passing shock not related to the source solar activity caused a related increase of particle intensity; Southern event; No clear evidence of Type II burst in dynamic spectra
2001-10-05,17,60,0.03,1025-1030,,S;110W,1030,2001-10-05 10:30:00,120,1537,,,,C2,2.00E-06,,,,,,,,,,,,2001-10-05 10:25:00,2001-10-05 10:30:00,0,2001-10-05 10:30:27,1537,360,Halo,,110,,2001-10-05 17:00:00,Event has a slow rise; Southern event; No clear evidence of Type II burst in dynamic spectra
2001-10-09,8,60,0.02,0735-0755,,S;120W,806,2001-10-09 08:06:00,70,526,1,,,,,,,,,,,,,,,,2001-10-09 07:35:00,2001-10-09 07:55:00,2,2001-10-09 08:06:05,526,126,249,,120,,2001-10-09 08:00:00,Passing shock not related to the source solar activity caused a related increase of particle intensity; Southern event
2001-10-09,14,70,0.012,1050-1130,1046,25S;010E,1130,2001-10-09 11:30:00,120,973,,2001-10-09 10:46:00,2001-10-09 11:13:00,M1,1.00E-05,27,2001-10-09 10:46:00,2001-10-09 11:13:00,,M1.4,1.43E-05,,,,,,2001-10-09 10:50:00,2001-10-09 11:30:00,2,2001-10-09 11:30:05,973,360,Halo,-25,-10,780,2001-10-09 14:00:00,Event has a slow rise
2001-10-19,1,150,0.04,0100-0130,47,16N;018W,127,2001-10-19 01:27:00,180,558,,2001-10-19 00:47:00,2001-10-19 01:05:00,X2,0.0002,18,2001-10-19 00:47:00,2001-10-19 01:05:00,,X2.8,0.00028571,,,,,,2001-10-19 01:00:00,2001-10-19 01:30:00,3,2001-10-19 01:27:17,558,360,Halo,16,18,,2001-10-19 01:00:00,Passing shock not related to the source solar activity caused a related increase of particle intensity
2001-10-19,16,150,0.076,1630-1700,1613,15N;029W,1650,2001-10-19 16:50:00,160,901,4,2001-10-19 16:13:00,2001-10-19 16:30:00,X2,0.0002,17,2001-10-19 16:13:00,2001-10-19 16:30:00,,X2.8,0.00028571,,,,,,2001-10-19 16:30:00,2001-10-19 17:00:00,2,2001-10-19 16:50:05,901,360,Halo,15,29,870,2001-10-19 16:00:00,
2001-10-22,4,60,0.0003,0030-0040,22,17N;057W,50,2001-10-22 00:50:00,20,772,1,2001-10-22 00:22:00,2001-10-22 00:40:00,M1,1.00E-05,18,2001-10-22 00:32:00,2001-10-22 00:40:00,2001-10-22 00:48:00,M1.5,1.51E-05,0.010614002,16,8,200110220032,8,2001-10-22 00:30:00,2001-10-22 00:40:00,0,2001-10-22 00:50:05,772,89,266,17,57,,2001-10-22 04:00:00,Passing shock not related to the source solar activity caused a related increase of particle intensity; No clear evidence of Type II burst in dynamic spectra
2001-10-22,15,150,0.16,1500-1530,1427,21S;018E,1506,2001-10-22 15:06:00,140,1336,2,2001-10-22 14:27:00,2001-10-22 15:08:00,M7,7.00E-05,41,2001-10-22 14:14:00,2001-10-22 15:08:00,2001-10-22 15:31:00,M9.5,9.60E-05,0.216032028,77,54,200110221414,8,2001-10-22 15:00:00,2001-10-22 15:30:00,2,2001-10-22 15:06:05,1336,360,Halo,-21,-18,640,2001-10-22 15:00:00,
2001-11-04,17,900,16.8,1615-1640,1603,06N;018W,1635,2001-11-04 16:35:00,360,1810,4,2001-11-04 16:03:00,2001-11-04 16:20:00,X1,0.0001,17,2001-11-04 16:00:00,2001-11-04 16:20:00,2001-11-04 16:57:00,X1.4,0.000147631,0.320824176,57,20,200111041600,8,2001-11-04 16:15:00,2001-11-04 16:40:00,2,2001-11-04 16:35:06,1810,360,Halo,6,18,1250,2001-11-04 17:00:00,
2001-11-17,7,50,0.01,0500-0530,449,13S;042E,530,2001-11-17 05:30:00,160,1379,5,2001-11-17 04:49:00,2001-11-17 05:25:00,M3,3.00E-05,36,2001-11-17 04:12:00,2001-11-17 05:25:00,2001-11-17 06:15:00,M4.0,4.05E-05,0.15528813,123,73,200111170412,8,2001-11-17 05:00:00,2001-11-17 05:30:00,1,2001-11-17 05:30:06,1379,360,Halo,-13,-42,680,2001-11-17 07:00:00,
2001-11-22,21,100,0.21,2025-2045,2018,25S;067W,2058,2001-11-22 20:58:00,120,1443,,2001-11-22 20:18:00,2001-11-22 20:36:00,M4,4.00E-05,18,2001-11-22 20:13:00,2001-11-22 20:35:00,2001-11-22 20:52:00,M5.5,5.51E-05,0.075199723,39,22,200111222013,8,2001-11-22 20:25:00,2001-11-22 20:45:00,3,2001-11-22 20:30:33,1443,360,Halo,-25,67,,2001-11-22 21:00:00,Passing shock not related to the source solar activity caused a related increase of particle intensity
2001-11-22,25,900,2.7,2305-2330,2232,15S;034W,2330,2001-11-22 23:30:00,270,1437,4,2001-11-22 22:32:00,2001-11-22 23:30:00,X1,0.0001,58,2001-11-22 22:41:00,2001-11-22 23:30:00,2001-11-23 00:06:00,X1.4,0.000141432,0.441704929,85,49,200111222241,8,2001-11-22 23:05:00,2001-11-22 23:30:00,0,2001-11-22 23:30:05,1437,360,Halo,-15,34,1320,2001-11-23 01:00:00,No clear evidence of Type II burst in dynamic spectra
2001-11-28,20,50,0.002,1630-1650,1626,04N;016E,1730,2001-11-28 17:30:00,90,500,,2001-11-28 16:26:00,2001-11-28 16:35:00,M7,7.00E-05,9,2001-11-28 16:26:00,2001-11-28 16:35:00,2001-11-28 16:41:00,M9.9,9.91E-05,0.040418737,15,9,200111281626,8,2001-11-28 16:30:00,2001-11-28 16:50:00,1,2001-11-28 17:30:06,500,360,Halo,4,-16,,2001-11-28 20:00:00,Event has a slow rise. Passing shock with no particle increase
2001-12-11,14,50,0.001,~0830,,S;120W,954,2001-12-11 09:54:00,100,891,,,,,,,,,,,,,,,,,2001-12-11 08:30:00,,,2001-12-11 09:54:07,891,121,263,,120,,2001-12-11 14:00:00,Event has a slow rise; Southern event; No Type II data available
2001-12-25,22,40,0.0005,~1100,,S;120E,1130,2001-12-25 11:30:00,120,1773,,,,,,,,,,,,,,,,,2001-12-25 11:00:00,,1,2001-12-25 11:30:05,1773,360,Halo,,-120,,2001-12-25 22:00:00,Event has a slow rise; Southern event
2001-12-26,6,500,6.3,0510-0600,432,08N;054W,530,2001-12-26 05:30:00,90,1446,2,2001-12-26 04:32:00,2001-12-26 05:40:00,M7,7.00E-05,68,2001-12-26 04:27:00,2001-12-26 05:40:00,2001-12-26 06:38:00,X1.0,0.000101957,0.465501368,131,73,200112260427,8,2001-12-26 05:10:00,2001-12-26 06:00:00,3,2001-12-26 05:30:05,1446,212,281,8,54,580,2001-12-26 06:00:00,
2001-12-28,24,50,0.21,2000-2040,2002,S;100E,2006,2001-12-28 20:06:00,120,2216,,2001-12-28 20:02:00,2001-12-28 20:45:00,X3,0.0003,43,2001-12-28 19:34:00,2001-12-28 20:45:00,2001-12-28 21:37:00,X4.9,0.000498582,2.060683012,123,71,200112281934,8,2001-12-28 20:00:00,2001-12-28 20:40:00,2,2001-12-28 20:30:05,2216,360,Halo,,-100,870,2001-12-29 00:00:00,Event has a slow rise; Southern event
2002-01-08,24,70,0.004,1805-1840,1814,N;120E,1754,2002-01-08 17:54:00,90,1794,5,2002-01-08 18:14:00,2002-01-08 20:25:00,M1,1.00E-05,131,2002-01-08 18:14:00,2002-01-08 20:25:00,,M1.4,1.43E-05,,,,,,2002-01-08 18:05:00,2002-01-08 18:40:00,,2002-01-08 17:54:05,1794,360,Halo,,-120,900,2002-01-09 00:00:00,Event has a slow rise; Nothern Event; No Type II data available
2002-01-14,8,70,0.05,~0535,529,S;100W,540,2002-01-14 05:40:00,130,1492,3,2002-01-14 05:29:00,2002-01-14 06:27:00,M4,4.00E-05,58,2002-01-14 05:32:00,2002-01-14 06:27:00,2002-01-14 08:24:00,M6.3,6.38E-05,0.483676374,172,55,200201140532,8,2002-01-14 05:35:00,,1,2002-01-14 05:35:07,1492,360,Halo,,100,,2002-01-14 08:00:00,Event has a slow rise; Southern event
2002-01-27,12,90,0.083,~1200,,N;120W,1230,2002-01-27 12:30:00,70,1136,2,,,,,,,,,,,,,,,,2002-01-27 12:00:00,,,2002-01-27 12:30:05,1136,360,Halo,,120,,2002-01-27 12:00:00,Nothern Event; No Type II data available
2002-02-20,6,80,0.09,0555-0630,552,12N;072W,630,2002-02-20 06:30:00,50,952,1,2002-02-20 05:52:00,2002-02-20 06:12:00,M5,5.00E-05,20,2002-02-20 06:05:00,2002-02-20 06:12:00,2002-02-20 06:15:00,M7.3,7.39E-05,0.026524281,10,7,200202200605,8,2002-02-20 05:55:00,2002-02-20 06:30:00,1,2002-02-20 06:30:05,952,360,Halo,12,72,,2002-02-20 06:00:00,
2002-03-10,28,40,0.0003,2240-2300,,S;100E,2304,2002-03-10 23:04:00,130,1429,,,,M2,2.00E-05,,,,,,,,,,,,2002-03-10 22:40:00,2002-03-10 23:00:00,0,2002-03-10 23:06:55,1429,360,Halo,,-100,,2002-03-11 04:00:00,Event has a slow rise; Southern event; No clear evidence of Type II burst in dynamic spectra
2002-03-15,24,70,0.005,2240-0255,2209,08S;003W,2306,2002-03-15 23:06:00,360,911,5,2002-03-15 22:09:00,2002-03-15 23:10:00,M2,2.00E-05,61,2002-03-15 22:06:00,2002-03-15 23:10:00,2002-03-16 00:41:00,M3.1,3.10E-05,0.190979645,155,64,200203152206,8,2002-03-15 22:40:00,2002-03-15 02:55:00,0,2002-03-15 23:06:06,957,360,Halo,-8,3,670,2002-03-16 00:00:00,No clear evidence of Type II burst in dynamic spectra
2002-03-18,4,80,0.028,0215-0220,216,S;100W?,254,2002-03-18 02:54:00,160,989,2,2002-03-18 02:16:00,2002-03-18 02:31:00,M1,1.00E-05,15,2002-03-18 02:09:00,2002-03-18 02:31:00,,M1.4,1.47E-05,,,22,200203180209,8,2002-03-18 02:15:00,2002-03-18 02:20:00,1,2002-03-18 02:54:06,989,360,Halo,,100,710,2002-03-18 04:00:00,Location uncertain; Southern event
2002-03-22,12,60,0.003,1030-1115,1012,S;090W,1106,2002-03-22 11:06:00,130,1750,4,2002-03-22 10:12:00,2002-03-22 11:14:00,M2,2.00E-05,62,2002-03-22 10:12:00,2002-03-22 11:14:00,,M2.8,2.86E-05,,,,,,2002-03-22 10:30:00,2002-03-22 11:15:00,2,2002-03-22 11:06:05,1750,360,Halo,,90,660,2002-03-22 12:00:00,Southern event
2002-04-11,16,70,0.005,1615-1630,1616,15S;033W,1650,2002-04-11 16:50:00,50,540,,2002-04-11 16:16:00,2002-04-11 16:26:00,C9,9.00E-06,10,2002-04-11 16:16:00,2002-04-11 16:26:00,2002-04-11 16:33:00,M1.3,1.33E-05,0.009145027,17,10,200204111616,8,2002-04-11 16:15:00,2002-04-11 16:30:00,2,2002-04-11 16:50:06,540,70,257,-15,33,,2002-04-11 16:00:00,
2002-04-14,12,50,0.002,0725-0735,728,19N;057W,750,2002-04-14 07:50:00,50,757,1,2002-04-14 07:28:00,2002-04-14 07:39:00,M1,1.00E-05,11,2002-04-14 07:26:00,2002-04-14 07:39:00,2002-04-14 07:44:00,M1.3,1.38E-05,0.009230935,18,13,200204140726,8,2002-04-14 07:25:00,2002-04-14 07:35:00,3,2002-04-14 07:50:07,757,76,323,19,57,,2002-04-14 12:00:00,
2002-04-15,3,30,,0250-0255,246,15S;079W,306,2002-04-15 03:06:00,45,674,1,2002-04-15 02:46:00,2002-04-15 02:51:00,M1,1.00E-05,5,2002-04-15 02:46:00,2002-04-15 02:51:00,2002-04-15 02:55:00,M1.4,1.41E-05,0.006060695,9,5,200204150246,8,2002-04-15 02:50:00,2002-04-15 02:55:00,,2002-04-15 03:06:05,674,55,308,-15,79,,2002-04-15 03:00:00,No Type II data available
2002-04-17,8,80,0.09,0750-0900,746,14S;034W,826,2002-04-17 08:26:00,70,1240,4,2002-04-17 07:46:00,2002-04-17 08:24:00,M3,3.00E-05,38,2002-04-17 07:41:00,2002-04-17 08:24:00,2002-04-17 09:58:00,M3.7,3.79E-05,0.214294478,137,43,200204170741,8,2002-04-17 07:50:00,2002-04-17 09:00:00,2,2002-04-17 08:26:05,1240,360,Halo,-14,34,860,2002-04-17 08:00:00,
2002-04-21,0,500,5.4,0112-0215,43,14S;084W,127,2002-04-21 01:27:00,120,2393,4,2002-04-21 00:43:00,2002-04-21 01:51:00,X2,0.0002,68,2002-04-21 00:43:00,2002-04-21 01:51:00,,X2.8,0.00028571,,,,,,2002-04-21 01:12:00,2002-04-21 02:15:00,2,2002-04-21 01:27:20,2393,360,Halo,-14,84,800,2002-04-21 00:00:00,
