SEP Reference Start,SEP Reference End,Event Source Longitude,Event Source Latitude,25 MEV Proton Intensity (MeV s cm^2 sr)^-1,GLE Event Number,GOES >10 MeV (pfu),CME speed (km/s),CDAW CME First Look Time,CDAW CME Speed,CDAW CME Width,CDAW CME Central Position Angle,CDAW CME Mean Position Angle,Flare Xray Start Time Deprecated,Flare Magnitude Deprecated,Flare Class Deprecated,Flare Xray Start Time,Flare Xray Peak Time,Flare Xray End Time,Flare Class,Flare Magnitude,Flare Integrated Flux,Flare Duration,Flare Time To Peak,Flare Catalog ID,GOES Xray Satellite,Case,Comments
1981-07-20 13:22:00,1981-07-21 13:22:00,75,-25,3,,100,,,,,,,1981-07-20 13:22:00,5.00E-05,M5.0,1981-07-20 13:22:00,,,M7.1,7.14E-05,,,,,,,
1981-07-24 10:00:00,1981-07-25 10:00:00,,,0.03,,0,,,,,,,,,,,,,,,,,,,,,
1981-08-07 19:11:00,1981-08-08 19:11:00,-25,-9,0.001,,57,,,,,,,1981-08-07 19:11:00,4.00E-05,M4.0,1981-08-07 19:11:00,,,M5.7,5.71E-05,,,,,,,
1981-08-21 08:31:00,1981-08-22 08:31:00,-2,-16,0.002,,0,,,,,,,1981-08-21 08:31:00,4.00E-05,M4.0,1981-08-21 08:31:00,,,M5.7,5.71E-05,,,,,,,
1981-09-06 18:00:00,1981-09-07 18:00:00,,,0.006,,0,,,,,,,,,,,,,,,,,,,,,
1981-09-09 20:00:00,1981-09-10 20:00:00,,,0.004,,0,,,,,,,,,,,,,,,,,,,,,
1981-09-17 12:00:00,1981-09-18 12:00:00,,,0.001,,0,,,,,,,,,,,,,,,,,,,,,
1981-09-19 15:00:00,1981-09-20 15:00:00,,,0.04,,0,,,,,,,,,,,,,,,,,,,,,
1981-10-07 23:11:00,1981-10-08 23:11:00,-83,-17,0.4,,2000,,,,,,,1981-10-07 23:11:00,0.0004,X4.0,1981-10-07 23:11:00,,,X5.7,0.00057143,,,,,,,
1981-10-12 06:20:00,1981-10-13 06:20:00,-31,-18,10,36,0,,,,,,,1981-10-12 06:20:00,0.0003,X3.0,1981-10-12 06:20:00,,,X4.2,0.00042857,,,,,,,
1981-10-18 11:12:00,1981-10-19 11:12:00,52,-17,,,0,,,,,,,1981-10-18 11:12:00,2.00E-05,M2.0,1981-10-18 11:12:00,,,M2.8,2.86E-05,,,,,,,
1981-11-07 03:00:00,1981-11-08 03:00:00,39,-7,0.002,,0,,,,,,,,,,,,,,,,,,,,,
1981-11-09 12:29:00,1981-11-10 12:29:00,-17,-17,0.01,,0,,,,,,,1981-11-09 12:29:00,4.00E-05,M4.0,1981-11-09 12:29:00,,,M5.7,5.71E-05,,,,,,,
1981-11-14 22:19:00,1981-11-15 22:19:00,47,15,0.02,,0,,,,,,,1981-11-14 22:19:00,5.00E-05,M5.0,1981-11-14 22:19:00,,,M7.1,7.14E-05,,,,,,,
1981-11-22 06:58:00,1981-11-23 06:58:00,21,13,0.002,,0,,,,,,,1981-11-22 06:58:00,1.00E-05,M1.0,1981-11-22 06:58:00,,,M1.4,1.43E-05,,,,,,,
1981-12-05 13:00:00,1981-12-06 13:00:00,40,-91,0.03,,0,,,,,,,1981-12-05 13:00:00,4.00E-06,C4.0,1981-12-05 13:00:00,,,C5.7,5.71E-06,,,,,,,
1981-12-09 18:25:00,1981-12-10 18:25:00,16,10,1,,65,,,,,,,1981-12-09 18:25:00,4.00E-05,M4.0,1981-12-09 18:25:00,,,M5.7,5.71E-05,,,,,,,
1981-12-27 02:51:00,1981-12-28 02:51:00,-16,-13,0.05,,0,,,,,,,1981-12-27 02:51:00,7.00E-06,C7.0,1981-12-27 02:51:00,,,M1.0,1.00E-05,,,,,,,
1982-01-02 06:20:00,1982-01-03 00:23:00,88,19,0.02,,0,,,,,,,1982-01-02 06:20:00,8.00E-05,M8.0,1982-01-02 06:20:00,,,X1.1,0.00011429,,,,,,,
1982-01-03 00:23:00,1982-01-04 00:23:00,,,0.004,,0,,,,,,,1982-01-03 00:23:00,2.00E-05,M2.0,1982-01-03 00:23:00,,,M2.8,2.86E-05,,,,,,,
1982-01-09 13:30:00,1982-01-10 13:30:00,,,0.0005,,0,,,,,,,1982-01-09 13:30:00,-999,,1982-01-09 13:30:00,,,,-1427.1,,,,,,,
1982-01-28 07:15:00,1982-01-29 07:15:00,-45,9,0.001,,0,,,,,,,1982-01-28 07:15:00,8.80E-05,M8.8,1982-01-28 07:15:00,,,X1.2,0.00012571,,,,,,,
1982-01-29 18:00:00,1982-01-30 18:00:00,,,0.003,,0,,,,,,,1982-01-29 18:00:00,-999,,1982-01-29 18:00:00,,,,-1427.1,,,,,,,
1982-01-30 23:44:00,1982-01-31 23:44:00,-13,-12,10,,830,,,,,,,1982-01-30 23:44:00,0.0001,X1.0,1982-01-30 23:44:00,,,X1.4,0.00014286,,,,,,,
1982-02-01 14:07:00,1982-02-02 14:07:00,9,-16,4,,0,,,,,,,1982-02-01 14:07:00,0.0003,X3.0,1982-02-01 14:07:00,,,X4.2,0.00042857,,,,,,,
1982-02-07 00:30:00,1982-02-08 00:30:00,80,-16,0.05,,0,,,,,,,1982-02-07 00:30:00,4.00E-05,M4.0,1982-02-07 00:30:00,,,M5.7,5.71E-05,,,,,,,
1982-02-08 12:23:00,1982-02-09 04:38:00,88,-15,0.06,,0,,,,,,,1982-02-08 12:23:00,0.0002,X2.0,1982-02-08 12:23:00,,,X2.8,0.00028571,,,,,,,
1982-02-09 04:38:00,1982-02-10 04:38:00,90,-14,,,0,,,,,,,1982-02-09 04:38:00,0.0002,X2.0,1982-02-09 04:38:00,,,X2.8,0.00028571,,,,,,,
1982-02-12 22:30:00,1982-02-13 22:30:00,,,0.001,,0,,,,,,,1982-02-12 22:30:00,-999,,1982-02-12 22:30:00,,,,-1427.1,,,,,,,
1982-02-14 09:00:00,1982-02-15 09:00:00,37,-13,0.001,,0,,,,,,,1982-02-14 09:00:00,9.70E-05,M9.7,1982-02-14 09:00:00,,,X1.3,0.00013857,,,,,,,
1982-02-20 08:00:00,1982-02-21 08:00:00,38,0,0.0005,,0,,,,,,,1982-02-20 08:00:00,0.0003,X3.0,1982-02-20 08:00:00,,,X4.2,0.00042857,,,,,,,
1982-03-07 02:50:00,1982-03-08 02:50:00,53,19,0.1,,0,,,,,,,1982-03-07 02:50:00,0.0003,X3.0,1982-03-07 02:50:00,,,X4.2,0.00042857,,,,,,,
1982-03-17 04:00:00,1982-03-18 04:00:00,,,0.0005,,0,,,,,,,,,,,,,,,,,,,,,
1982-03-30 05:25:00,1982-03-31 05:25:00,12,12,0.01,,0,,,,,,,1982-03-30 05:25:00,0.0003,X3.0,1982-03-30 05:25:00,,,X4.2,0.00042857,,,,,,,
1982-06-03 11:44:00,1982-06-04 11:44:00,-71,-9,0.01,,10,,,,,,,1982-06-03 11:44:00,0.0009,X9.0,1982-06-03 11:44:00,,,X12.8,0.0012857,,,,,,,
1982-06-06 16:17:00,1982-06-07 16:17:00,-25,-9,0.1,,30,,,,,,,1982-06-06 16:17:00,0.0012,X12.0,1982-06-06 16:17:00,,,X17.1,0.0017143,,,,,,,
1982-06-27 18:00:00,1982-06-28 18:00:00,90,-91,0.05,,0,,,,,,,1982-06-27 18:00:00,4.00E-05,M4.0,1982-06-27 18:00:00,,,M5.7,5.71E-05,,,,,,,
1982-07-09 07:37:00,1982-07-10 07:37:00,-76,18,0.02,,2900,,,,,,,1982-07-09 07:37:00,0.0001,X1.0,1982-07-09 07:37:00,,,X1.4,0.00014286,,,,,,,
1982-07-12 09:18:00,1982-07-13 09:18:00,-36,11,4,,0,,,,,,,1982-07-12 09:18:00,0.0007,X7.0,1982-07-12 09:18:00,,,X10.0,0.001,,,,,,,
1982-07-17 23:18:00,1982-07-18 23:18:00,36,16,,,0,,,,,,,1982-07-17 23:18:00,7.00E-05,M7.0,1982-07-17 23:18:00,,,X1.0,0.0001,,,,,,,
1982-07-19 01:01:00,1982-07-20 01:01:00,45,21,0.06,,0,,,,,,,1982-07-19 01:01:00,0.0001,X1.0,1982-07-19 01:01:00,,,X1.4,0.00014286,,,,,,,
1982-07-22 17:07:00,1982-07-23 17:07:00,89,16,3,,240,,,,,,,1982-07-22 17:07:00,5.00E-05,M5.0,1982-07-22 17:07:00,,,M7.1,7.14E-05,,,,,,,
1982-08-08 02:05:00,1982-08-09 02:05:00,65,-9,0.004,,0,,,,,,,1982-08-08 02:05:00,7.00E-05,M7.0,1982-08-08 02:05:00,,,X1.0,0.0001,,,,,,,
1982-08-14 05:07:00,1982-08-15 05:07:00,63,11,0.05,,0,,,,,,,1982-08-14 05:07:00,4.00E-05,M4.0,1982-08-14 05:07:00,,,M5.7,5.71E-05,,,,,,,
1982-09-04 04:30:00,1982-09-05 04:30:00,-33,12,0.03,,66,,,,,,,1982-09-04 04:30:00,4.00E-05,M4.0,1982-09-04 04:30:00,,,M5.7,5.71E-05,,,,,,,
1982-09-19 14:36:00,1982-09-20 14:36:00,-6,-14,0.002,,0,,,,,,,1982-09-19 14:36:00,9.00E-06,C9.0,1982-09-19 14:36:00,,,M1.2,1.29E-05,,,,,,,
1982-10-01 20:00:00,1982-10-02 20:00:00,,,0.001,,0,,,,,,,,,,,,,,,,,,,,,
1982-10-03 18:00:00,1982-10-04 18:00:00,,,0.007,,0,,,,,,,,,,,,,,,,,,,,,
1982-11-21 06:00:00,1982-11-22 06:00:00,79,-11,0.001,,0,,,,,,,1982-11-21 06:00:00,0.0001,X1.0,1982-11-21 06:00:00,,,X1.4,0.00014286,,,,,,,
1982-11-22 18:17:00,1982-11-23 18:17:00,36,-11,0.5,,40,,,,,,,1982-11-22 18:17:00,7.00E-05,M7.0,1982-11-22 18:17:00,,,X1.0,0.0001,,,,,,,
1982-11-26 02:36:00,1982-11-27 02:36:00,87,-12,2,37,25,,,,,,,1982-11-26 02:36:00,0.0005,X5.0,1982-11-26 02:36:00,,,X7.1,0.00071429,,,,,,,
1982-12-07 23:51:00,1982-12-08 23:51:00,86,-19,10,38,1000,,,,,,,1982-12-07 23:51:00,0.0003,X3.0,1982-12-07 23:51:00,,,X4.2,0.00042857,,,,,,,
1982-12-14 00:00:00,1982-12-15 00:00:00,,,0.03,,0,,,,,,,,,,,,,,,,,,,,,
1982-12-15 01:59:00,1982-12-16 01:59:00,-24,-9,0.08,,0,,,,,,,1982-12-15 01:59:00,0.0013,X13.0,1982-12-15 01:59:00,,,X18.5,0.0018571,,,,,,,
1982-12-17 18:57:00,1982-12-18 18:57:00,20,-7,1,,130,,,,,,,1982-12-17 18:57:00,0.0009,X9.0,1982-12-17 18:57:00,,,X12.8,0.0012857,,,,,,,
1982-12-19 15:22:00,1982-12-20 15:22:00,75,10,1,,85,,,,,,,1982-12-19 15:22:00,9.00E-05,M9.0,1982-12-19 15:22:00,,,X1.2,0.00012857,,,,,,,
1982-12-25 07:20:00,1982-12-26 07:20:00,-45,-17,0.03,,190,,,,,,,1982-12-25 07:20:00,0.0002,X2.0,1982-12-25 07:20:00,,,X2.8,0.00028571,,,,,,,
1983-01-05 13:45:00,1983-01-06 13:45:00,100,,0.008,,0,,,,,,,1983-01-05 13:45:00,1.00E-05,M1.0,1983-01-05 13:45:00,,,M1.4,1.43E-05,,,,,,,
1983-01-06 15:00:00,1983-01-07 15:00:00,-33,-10,0.1,,0,,,,,,,1983-01-06 15:00:00,1.00E-05,M1.0,1983-01-06 15:00:00,,,M1.4,1.43E-05,,,,,,,
1983-02-03 06:08:00,1983-02-04 06:08:00,7,-17,0.02,,340,,,,,,,1983-02-03 06:08:00,0.0004,X4.0,1983-02-03 06:08:00,,,X5.7,0.00057143,,,,,,,
1983-02-11 12:00:00,1983-02-12 12:00:00,,,0.003,,0,,,,,,,,,,,,,,,,,,,,,
1983-03-02 04:00:00,1983-03-03 04:00:00,,,0.002,,0,,,,,,,,,,,,,,,,,,,,,
1983-03-10 08:41:00,1983-03-11 08:41:00,55,-24,0.02,,0,,,,,,,1983-03-10 08:41:00,1.00E-05,M1.0,1983-03-10 08:41:00,,,M1.4,1.43E-05,,,,,,,
1983-04-15 02:01:00,1983-04-16 02:01:00,90,-12,0.04,,0,,,,,,,1983-04-15 02:01:00,4.00E-06,C4.0,1983-04-15 02:01:00,,,C5.7,5.71E-06,,,,,,,
1983-04-24 00:00:00,1983-04-25 00:00:00,,,0.004,,0,,,,,,,,,,,,,,,,,,,,,
1983-05-12 02:54:00,1983-05-13 02:54:00,40,-10,0.02,,0,,,,,,,1983-05-12 02:54:00,7.00E-05,M7.0,1983-05-12 02:54:00,,,X1.0,0.0001,,,,,,,
1983-05-15 08:45:00,1983-05-16 08:45:00,82,-12,0.01,,0,,,,,,,1983-05-15 08:45:00,0.0002,X2.0,1983-05-15 08:45:00,,,X2.8,0.00028571,,,,,,,
1983-05-19 10:00:00,1983-05-20 10:00:00,,,0.001,,0,,,,,,,,,,,,,,,,,,,,,
1983-05-21 20:00:00,1983-05-22 20:00:00,,,0.002,,0,,,,,,,,,,,,,,,,,,,,,
1983-05-31 00:00:00,1983-06-01 00:00:00,,,0.0006,,0,,,,,,,1983-05-31 00:00:00,8.00E-05,M8.0,1983-05-31 00:00:00,,,X1.1,0.00011429,,,,,,,
1983-06-14 15:00:00,1983-06-15 15:00:00,,,0.1,,18,,,,,,,,,,,,,,,,,,,,,
1983-06-18 13:00:00,1983-06-19 13:00:00,,,0.01,,0,,,,,,,,,,,,,,,,,,,,,
1983-10-02 06:20:00,1983-10-03 06:20:00,55,-17,0.001,,0,,,,,,,1983-10-02 06:20:00,1.00E-05,M1.0,1983-10-02 06:20:00,,,M1.4,1.43E-05,,,,,,,
1983-10-14 15:52:00,1983-10-15 15:52:00,56,14,0.002,,0,,,,,,,1983-10-14 15:52:00,8.00E-06,C8.0,1983-10-14 15:52:00,,,M1.1,1.14E-05,,,,,,,
1983-11-08 22:00:00,1983-11-09 22:00:00,,,0.001,,0,,,,,,,,,,,,,,,,,,,,,
1984-01-31 12:04:00,1984-02-01 12:04:00,55,17,0.02,,0,,,,,,,1984-01-31 12:04:00,8.00E-06,C8.0,1984-01-31 12:04:00,,,M1.1,1.14E-05,,,,,,,
1984-02-01 20:00:00,1984-02-02 20:00:00,,,0.003,,0,,,,,,,,,,,,,,,,,,,,,
1984-02-07 00:00:00,1984-02-08 00:00:00,,,0.001,,0,,,,,,,,,,,,,,,,,,,,,
1984-02-16 09:00:00,1984-02-17 09:00:00,122,,5,39,660,,,,,,,,,,,,,,,,,,,,,
1984-02-17 22:29:00,1984-02-18 22:29:00,-81,17,0.06,,55,,,,,,,1984-02-17 22:29:00,0.0002,X2.0,1984-02-17 22:29:00,,,X2.8,0.00028571,,,,,,,
1984-03-06 20:00:00,1984-03-07 20:00:00,,,0.004,,0,,,,,,,,,,,,,,,,,,,,,
1984-03-10 12:00:00,1984-03-11 12:00:00,,,0.004,,0,,,,,,,,,,,,,,,,,,,,,
1984-03-14 03:24:00,1984-03-15 03:24:00,43,-11,0.6,,100,,,,,,,1984-03-14 03:24:00,1.00E-05,M1.0,1984-03-14 03:24:00,,,M1.4,1.43E-05,,,,,,,
1984-04-07 00:00:00,1984-04-08 00:00:00,,,0.001,,0,,,,,,,,,,,,,,,,,,,,,
1984-04-25 00:01:00,1984-04-26 00:01:00,-45,-11,10,,2500,,,,,,,1984-04-25 00:01:00,0.0013,X13.0,1984-04-25 00:01:00,,,X18.5,0.0018571,,,,,,,
1984-05-05 19:00:00,1984-05-06 19:00:00,90,45,0.02,,0,,,,,,,1984-05-05 19:00:00,8.00E-05,M8.0,1984-05-05 19:00:00,,,X1.1,0.00011429,,,,,,,
1984-05-21 02:30:00,1984-05-22 02:30:00,90,-91,0.5,,0,,,,,,,1984-05-21 02:30:00,4.00E-05,M4.0,1984-05-21 02:30:00,,,M5.7,5.71E-05,,,,,,,
1984-05-22 15:02:00,1984-05-23 15:02:00,-26,-9,0.002,,0,,,,,,,1984-05-22 15:02:00,6.00E-05,M6.0,1984-05-22 15:02:00,,,M8.5,8.57E-05,,,,,,,
1984-05-24 06:00:00,1984-05-25 06:00:00,,,0.02,,31,,,,,,,,,,,,,,,,,,,,,
1984-05-31 12:00:00,1984-06-01 12:00:00,90,-91,0.03,,15,,,,,,,1984-05-31 12:00:00,1.00E-05,M1.0,1984-05-31 12:00:00,,,M1.4,1.43E-05,,,,,,,
1984-06-05 03:00:00,1984-06-06 03:00:00,,,0.002,,0,,,,,,,,,,,,,,,,,,,,,
1985-01-21 23:20:00,1985-01-22 23:20:00,40,-10,0.1,,14,,,,,,,1985-01-21 23:20:00,0.0005,X5.0,1985-01-21 23:20:00,,,X7.1,0.00071429,,,,,,,
1985-01-23 07:30:00,1985-01-24 07:30:00,58,-11,0.02,,0,,,,,,,1985-01-23 07:30:00,1.00E-05,M1.0,1985-01-23 07:30:00,,,M1.4,1.43E-05,,,,,,,
1985-04-24 09:02:00,1985-04-25 09:02:00,-24,5,0.2,,160,,,,,,,1985-04-24 09:02:00,0.0002,X2.0,1985-04-24 09:02:00,,,X2.8,0.00028571,,,,,,,
1985-07-03 21:00:00,1985-07-04 06:00:00,,,0.01,,0,,,,,,,,,,,,,,,,,,,,,
1985-07-04 06:00:00,1985-07-05 06:00:00,,,0.015,,0,,,,,,,,,,,,,,,,,,,,,
1985-07-09 01:40:00,1985-07-10 01:40:00,25,-13,2,,140,,,,,,,1985-07-09 01:40:00,2.00E-05,M2.0,1985-07-09 01:40:00,,,M2.8,2.86E-05,,,,,,,
1985-07-17 04:00:00,1985-07-18 04:00:00,,,0.02,,0,,,,,,,,,,,,,,,,,,,,,
1985-07-20 02:00:00,1985-07-21 02:00:00,,,0.01,,0,,,,,,,,,,,,,,,,,,,,,
1986-01-16 18:49:00,1986-01-17 18:49:00,86,-10,0.0006,,0,,,,,,,1986-01-16 18:49:00,1.30E-05,M1.3,1986-01-16 18:49:00,,,M1.8,1.86E-05,,,,,,,
1986-02-03 20:40:00,1986-02-04 08:00:00,-27,-9,0.004,,0,,,,,,,1986-02-03 20:40:00,2.30E-05,M2.3,1986-02-03 20:40:00,,,M3.2,3.29E-05,,,,,,,
1986-02-04 08:00:00,1986-02-05 08:00:00,-21,-3,0.1,,0,,,,,,,1986-02-04 08:00:00,0.0003,X3.0,1986-02-04 08:00:00,,,X4.2,0.00042857,,,,,,,
1986-02-06 06:22:00,1986-02-07 06:22:00,2,-7,0.6,,130,,,,,,,1986-02-06 06:22:00,0.00017,X1.7,1986-02-06 06:22:00,,,X2.4,0.00024286,,,,,,,
1986-02-07 10:24:00,1986-02-08 10:24:00,21,-11,2,,0,,,,,,,1986-02-07 10:24:00,5.20E-05,M5.2,1986-02-07 10:24:00,,,M7.4,7.43E-05,,,,,,,
1986-02-10 20:55:00,1986-02-11 20:55:00,32,-1,0.04,,0,,,,,,,1986-02-10 20:55:00,9.50E-06,C9.5,1986-02-10 20:55:00,,,M1.3,1.36E-05,,,,,,,
1986-02-14 09:22:00,1986-02-15 09:22:00,78,0,1.5,,130,,,,,,,1986-02-14 09:22:00,6.40E-05,M6.4,1986-02-14 09:22:00,,,M9.1,9.14E-05,,,,,,,
1986-02-16 22:46:00,1986-02-17 22:46:00,,,0.1,,0,,,,,,,1986-02-16 22:46:00,7.00E-06,C7.0,1986-02-16 22:46:00,,,M1.0,1.00E-05,,,,,,,
1986-03-06 17:02:00,1986-03-07 17:02:00,-1,2,0.3,,21,,,,,,,1986-03-06 17:02:00,4.60E-06,C4.6,1986-03-06 17:02:00,,,C6.5,6.57E-06,,,,,,,
1986-05-04 09:30:00,1986-05-05 09:30:00,90,6,0.04,,16,,,,,,,1986-05-04 09:30:00,1.20E-05,M1.2,1986-05-04 09:30:00,,,M1.7,1.71E-05,,,,,,,
1987-05-29 20:00:00,1987-05-30 20:00:00,97,30,0.02,,0,,,,,,,1987-05-29 20:00:00,1.00E-06,C1.0,1987-05-29 20:00:00,,,C1.4,1.43E-06,,,,,,,
1987-07-24 10:52:00,1987-07-25 10:52:00,36,-28,0.0005,,0,,,,,,,1987-07-24 10:52:00,3.00E-05,M3.0,1987-07-24 10:52:00,,,M4.2,4.29E-05,,,,,,,
1987-08-01 18:19:00,1987-08-02 18:19:00,72,-22,0.0005,,0,,,,,,,1987-08-01 18:19:00,8.60E-06,C8.6,1987-08-01 18:19:00,,,M1.2,1.23E-05,,,,,,,
1987-08-29 02:19:00,1987-08-30 02:19:00,,,0.0006,,0,,,,,,,1987-08-29 02:19:00,3.60E-06,C3.6,1987-08-29 02:19:00,,,C5.1,5.14E-06,,,,,,,
1987-08-31 12:00:00,1987-09-01 12:00:00,,,0.0006,,0,,,,,,,,,,,,,,,,,,,,,
1987-10-16 09:59:00,1987-10-17 09:59:00,11,21,0.0006,,0,,,,,,,1987-10-16 09:59:00,1.70E-05,M1.7,1987-10-16 09:59:00,,,M2.4,2.43E-05,,,,,,,
1987-11-05 09:42:00,1987-11-05 23:39:00,-35,-21,0.0004,,0,,,,,,,1987-11-05 09:42:00,6.50E-06,C6.5,1987-11-05 09:42:00,,,C9.2,9.29E-06,,,,,,,
1987-11-05 23:39:00,1987-11-06 23:39:00,77,30,0.002,,0,,,,,,,1987-11-05 23:39:00,2.10E-05,M2.1,1987-11-05 23:39:00,,,M3.0,3.00E-05,,,,,,,
1987-12-29 18:00:00,1987-12-30 18:00:00,,,0.03,,0,,,,,,,,,,,,,,,,,,,,,
1988-02-20 04:14:00,1988-02-21 04:14:00,71,-8,0.001,,0,,,,,,,1988-02-20 04:14:00,1.10E-05,M1.1,1988-02-20 04:14:00,,,M1.5,1.57E-05,,,,,,,
1988-04-27 15:00:00,1988-04-28 15:00:00,,,0.001,,0,,,,,,,,,,,,,,,,,,,,,
1988-05-17 20:30:00,1988-05-18 20:30:00,,,0.001,,0,,,,,,,1988-05-17 20:30:00,6.00E-05,M6.0,1988-05-17 20:30:00,,,M8.5,8.57E-05,,,,,,,
1988-06-15 04:39:00,1988-06-16 04:39:00,54,-24,0.01,,0,,,,,,,1988-06-15 04:39:00,3.30E-06,C3.3,1988-06-15 04:39:00,,,C4.7,4.71E-06,,,,,,,
1988-06-29 07:37:00,1988-06-30 07:37:00,-24,-19,0.003,,0,,,,,,,1988-06-29 07:37:00,6.50E-05,M6.5,1988-06-29 07:37:00,,,M9.2,9.29E-05,,,,,,,
1988-07-07 06:00:00,1988-07-08 06:00:00,73,13,0.001,,0,,,,,,,1988-07-07 06:00:00,3.30E-05,M3.3,1988-07-07 06:00:00,,,M4.7,4.71E-05,,,,,,,
1988-07-21 01:31:00,1988-07-22 01:31:00,51,-13,0.002,,0,,,,,,,1988-07-21 01:31:00,6.20E-06,C6.2,1988-07-21 01:31:00,,,C8.8,8.86E-06,,,,,,,
1988-07-23 12:00:00,1988-07-24 12:00:00,,,0.002,,0,,,,,,,,,,,,,,,,,,,,,
1988-08-23 18:31:00,1988-08-24 18:31:00,-88,24,,,42,,,,,,,1988-08-23 18:31:00,2.40E-05,M2.4,1988-08-23 18:31:00,,,M3.4,3.43E-05,,,,,,,
1988-08-29 09:00:00,1988-08-30 09:00:00,,,0.008,,0,,,,,,,,,,,,,,,,,,,,,
1988-09-26 02:53:00,1988-09-27 02:53:00,35,-37,0.002,,0,,,,,,,1988-09-26 02:53:00,6.30E-06,C6.3,1988-09-26 02:53:00,,,C9.0,9.00E-06,,,,,,,
1988-09-27 16:16:00,1988-09-28 16:16:00,-65,-27,0.01,,0,,,,,,,1988-09-27 16:16:00,7.90E-05,M7.9,1988-09-27 16:16:00,,,X1.1,0.00011286,,,,,,,
1988-10-03 15:10:00,1988-10-04 15:10:00,17,-27,0.004,,0,,,,,,,1988-10-03 15:10:00,0.00032,X3.2,1988-10-03 15:10:00,,,X4.5,0.00045714,,,,,,,
1988-10-05 06:20:00,1988-10-06 06:20:00,32,-30,,,0,,,,,,,1988-10-05 06:20:00,3.30E-05,M3.3,1988-10-05 06:20:00,,,M4.7,4.71E-05,,,,,,,
1988-10-10 18:23:00,1988-10-11 18:23:00,47,-19,0.001,,0,,,,,,,1988-10-10 18:23:00,2.70E-05,M2.7,1988-10-10 18:23:00,,,M3.8,3.86E-05,,,,,,,
1988-10-12 05:02:00,1988-10-13 05:02:00,68,-21,0.08,,12,,,,,,,1988-10-12 05:02:00,0.00025,X2.5,1988-10-12 05:02:00,,,X3.5,0.00035714,,,,,,,
1988-10-13 20:34:00,1988-10-14 20:34:00,88,-20,0.02,,0,,,,,,,1988-10-13 20:34:00,6.40E-05,M6.4,1988-10-13 20:34:00,,,M9.1,9.14E-05,,,,,,,
1988-11-08 12:32:00,1988-11-09 12:32:00,7,17,0.1,,13,,,,,,,1988-11-08 12:32:00,3.00E-06,C3.0,1988-11-08 12:32:00,,,C4.2,4.29E-06,,,,,,,
1988-11-13 22:52:00,1988-11-14 22:52:00,27,-23,0.01,,13,,,,,,,1988-11-13 22:52:00,3.20E-05,M3.2,1988-11-13 22:52:00,,,M4.5,4.57E-05,,,,,,,
1988-11-24 06:00:00,1988-11-25 06:00:00,,,0.01,,0,,,,,,,,,,,,,,,,,,,,,
1988-12-09 15:00:00,1988-12-10 15:00:00,,,0.001,,0,,,,,,,,,,,,,,,,,,,,,
1988-12-14 13:37:00,1988-12-15 13:37:00,-59,30,0.04,,0,,,,,,,1988-12-14 13:37:00,2.10E-05,M2.1,1988-12-14 13:37:00,,,M3.0,3.00E-05,,,,,,,
