SEP Reference Start,SEP Reference End,Event Source Longitude,Event Source Latitude,25 MEV Proton Intensity (MeV s cm^2 sr)^-1,GLE Event Number,GOES >10 MeV (pfu),CME speed (km/s),CDAW CME First Look Time,CDAW CME Speed,CDAW CME Width,CDAW CME Central Position Angle,CDAW CME Mean Position Angle,Flare Xray Start Time Deprecated,Flare Magnitude Deprecated,Flare Class Deprecated,Flare Xray Start Time,Flare Xray Peak Time,Flare Xray End Time,Flare Class,Flare Magnitude,Flare Integrated Flux,Flare Duration,Flare Time To Peak,Flare Catalog ID,GOES Xray Satellite,Case,Comments
1988-12-27 07:12:00,1988-12-28 07:12:00,,,0.006,,0,,,,,,,1988-12-27 07:12:00,1.90E-05,M1.9,1988-12-27 07:12:00,,,M2.7,2.71E-05,,,,,,,
1988-12-28 23:41:00,1988-12-29 23:41:00,54,20,0.01,,0,,,,,,,1988-12-28 23:41:00,3.60E-05,M3.6,1988-12-28 23:41:00,,,M5.1,5.14E-05,,,,,,,
1989-01-13 09:56:00,1989-01-14 09:56:00,2,-31,0.003,,0,,,,,,,1989-01-13 09:56:00,0.00023,X2.3,1989-01-13 09:56:00,,,X3.2,0.00032857,,,,,,,
1989-01-18 06:37:00,1989-01-19 06:37:00,67,-31,0.0006,,0,,,,,,,1989-01-18 06:37:00,0.00014,X1.4,1989-01-18 06:37:00,,,X2.0,0.0002,,,,,,,
1989-01-30 09:00:00,1989-01-31 09:00:00,,,0.0005,,0,,,,,,,,,,,,,,,,,,,,,
1989-02-03 16:26:00,1989-02-04 16:26:00,,,0.001,,0,,,,,,,1989-02-03 16:26:00,1.10E-05,M1.1,1989-02-03 16:26:00,,,M1.5,1.57E-05,,,,,,,
1989-02-07 16:40:00,1989-02-08 16:40:00,-45,31,0.0006,,0,,,,,,,1989-02-07 16:40:00,2.10E-05,M2.1,1989-02-07 16:40:00,,,M3.0,3.00E-05,,,,,,,
1989-03-17 17:37:00,1989-03-18 17:37:00,61,33,10,,2000,,,,,,,1989-03-17 17:37:00,0.00068,X6.8,1989-03-17 17:37:00,,,X9.7,0.00097143,,,,,,,
1989-03-26 13:10:00,1989-03-27 13:10:00,69,15,0.01,,0,,,,,,,1989-03-26 13:10:00,6.60E-05,M6.6,1989-03-26 13:10:00,,,M9.4,9.43E-05,,,,,,,
1989-04-09 00:54:00,1989-04-10 00:54:00,-28,35,0.01,,450,,,,,,,1989-04-09 00:54:00,0.00035,X3.5,1989-04-09 00:54:00,,,X5.0,0.0005,,,,,,,
1989-04-11 16:00:00,1989-04-12 16:00:00,,,1,,0,,,,,,,,,,,,,,,,,,,,,
1989-04-22 03:32:00,1989-04-23 03:32:00,37,13,0.01,,0,,,,,,,1989-04-22 03:32:00,1.20E-05,M1.2,1989-04-22 03:32:00,,,M1.7,1.71E-05,,,,,,,
1989-04-30 00:00:00,1989-05-01 00:00:00,,,0.02,,0,,,,,,,,,,,,,,,,,,,,,
1989-05-16 00:00:00,1989-05-17 00:00:00,,,0.0006,,0,,,,,,,,,,,,,,,,,,,,,
1989-05-20 09:29:00,1989-05-21 09:29:00,,,0.004,,0,,,,,,,1989-05-20 09:29:00,5.20E-06,C5.2,1989-05-20 09:29:00,,,C7.4,7.43E-06,,,,,,,
1989-06-14 13:55:00,1989-06-15 13:55:00,78,-14,0.001,,0,,,,,,,1989-06-14 13:55:00,2.70E-05,M2.7,1989-06-14 13:55:00,,,M3.8,3.86E-05,,,,,,,
1989-06-15 18:55:00,1989-06-16 18:55:00,78,-20,0.008,,0,,,,,,,1989-06-15 18:55:00,0.00041,X4.1,1989-06-15 18:55:00,,,X5.8,0.00058571,,,,,,,
1989-06-20 22:12:00,1989-06-21 22:12:00,82,17,0.02,,0,,,,,,,1989-06-20 22:12:00,9.30E-05,M9.3,1989-06-20 22:12:00,,,X1.3,0.00013286,,,,,,,
1989-06-29 03:09:00,1989-06-29 21:14:00,26,30,0.02,,17,,,,,,,1989-06-29 03:09:00,7.30E-06,C7.3,1989-06-29 03:09:00,,,M1.0,1.04E-05,,,,,,,
1989-06-29 21:14:00,1989-06-30 19:00:00,41,30,0.02,,0,,,,,,,1989-06-29 21:14:00,3.70E-05,M3.7,1989-06-29 21:14:00,,,M5.2,5.29E-05,,,,,,,
1989-06-30 19:05:00,1989-07-02 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,ESP,Peak is ESP associated with two 6/29 flares (two modest SCs on 7/1 at 0717 UT and 1546 UT)
1989-07-20 20:27:00,1989-07-21 20:27:00,-9,-16,0.0004,,0,,,,,,,1989-07-20 20:27:00,3.30E-05,M3.3,1989-07-20 20:27:00,,,M4.7,4.71E-05,,,,,,,
1989-08-07 20:31:00,1989-08-08 20:31:00,38,-26,0.004,,0,,,,,,,1989-08-07 20:31:00,7.60E-05,M7.6,1989-08-07 20:31:00,,,X1.0,0.00010857,,,,,,,
1989-08-22 12:00:00,1989-08-23 12:00:00,,,0.3,,0,,,,,,,,,,,,,,,,,,,,,
1989-09-09 09:11:00,1989-09-10 09:11:00,-30,17,0.003,,0,,,,,,,1989-09-09 09:11:00,0.00014,X1.4,1989-09-09 09:11:00,,,X2.0,0.0002,,,,,,,
1989-09-15 06:27:00,1989-09-15 22:53:00,,,0.01,,0,,,,,,,1989-09-15 06:27:00,6.40E-05,M6.4,1989-09-15 06:27:00,,,M9.1,9.14E-05,,,,,,,
1989-09-15 22:53:00,1989-09-16 22:53:00,24,23,0.03,,0,,,,,,,1989-09-15 22:53:00,2.30E-05,M2.3,1989-09-15 22:53:00,,,M3.2,3.29E-05,,,,,,,
1989-09-17 23:00:00,1989-09-18 23:00:00,,,,,,,,,,,,,,,,,,,,,,,,,ESP,ESP associated with 9/15 solar event; strong SC at 9/18 1927 UT (no SW  data).
1989-09-25 13:17:00,1989-09-26 13:17:00,47,-27,0.01,,0,,,,,,,1989-09-25 13:17:00,1.20E-05,M1.2,1989-09-25 13:17:00,,,M1.7,1.71E-05,,,,,,,
1989-11-08 19:02:00,1989-11-09 19:02:00,57,20,0.03,,43,,,,,,,1989-11-08 19:02:00,9.80E-05,M9.8,1989-11-08 19:02:00,,,X1.4,0.00014,,,,,,,
1989-11-18 16:22:00,1989-11-19 16:22:00,14,-30,0.04,,0,,,,,,,1989-11-18 16:22:00,0.00073,X7.3,1989-11-18 16:22:00,,,X10.4,0.0010429,,,,,,,
1989-11-20 04:13:00,1989-11-21 04:13:00,38,-25,0.02,,0,,,,,,,1989-11-20 04:13:00,1.30E-05,M1.3,1989-11-20 04:13:00,,,M1.8,1.86E-05,,,,,,,
1989-11-21 13:32:00,1989-11-22 13:32:00,53,-26,0.005,,0,,,,,,,1989-11-21 13:32:00,0.0004,X4.0,1989-11-21 13:32:00,,,X5.7,0.00057143,,,,,,,
1989-11-25 23:32:00,1989-11-26 23:32:00,-7,29,0.01,,380,,,,,,,1989-11-25 23:32:00,0.0001,X1.0,1989-11-25 23:32:00,,,X1.4,0.00014286,,,,,,,
1990-01-29 23:00:00,1990-01-30 23:00:00,76,-23,0.001,,0,,,,,,,1990-01-29 23:00:00,1.50E-05,M1.5,1990-01-29 23:00:00,,,M2.1,2.14E-05,,,,,,,
1990-02-03 01:08:00,1990-02-04 01:08:00,79,12,0.01,,0,,,,,,,1990-02-03 01:08:00,6.90E-05,M6.9,1990-02-03 01:08:00,,,M9.8,9.86E-05,,,,,,,
1990-02-13 10:00:00,1990-02-14 10:00:00,,,,,,,,,,,,,,,,,,,,,,,,,ESP,Peak is ESP associated with unidentified solar event ~2/11. SCs 2/13 1715 UT; 2/14  0321 UT
1990-03-03 22:00:00,1990-03-04 22:00:00,76,12,0.0004,,0,,,,,,,1990-03-03 22:00:00,1.10E-05,M1.1,1990-03-03 22:00:00,,,M1.5,1.57E-05,,,,,,,
1990-04-04 13:18:00,1990-04-05 13:18:00,-72,22,0.0006,,18,,,,,,,1990-04-04 13:18:00,7.10E-05,M7.1,1990-04-04 13:18:00,,,X1.0,0.00010143,,,,,,,
1990-04-20 03:00:00,1990-04-21 03:00:00,,,0.04,,0,,,,,,,,,,,,,,,,,,,,,
1990-05-02 22:00:00,1990-05-03 22:00:00,,,0.002,,0,,,,,,,,,,,,,,,,,,,,,
1990-05-07 00:55:00,1990-05-08 00:55:00,83,-6,0.08,,0,,,,,,,1990-05-07 00:55:00,4.60E-06,C4.6,1990-05-07 00:55:00,,,C6.5,6.57E-06,,,,,,,
1990-05-10 18:00:00,1990-05-11 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,ESP,ESP associated with shock 5/11 ~00 UT; origin unclear
1990-05-15 13:10:00,1990-05-16 13:10:00,-38,42,0.04,,0,,,,,,,1990-05-15 13:10:00,0.00017,X1.7,1990-05-15 13:10:00,,,X2.4,0.00024286,,,,,,,
1990-05-26 23:00:00,1990-05-27 23:00:00,104,,1,49,0,,,,,,,1990-05-26 23:00:00,0.00014,X1.4,1990-05-26 23:00:00,,,X2.0,0.0002,,,,,,,
1990-06-06 16:42:00,1990-06-07 16:42:00,72,-18,0.01,,0,,,,,,,1990-06-06 16:42:00,1.00E-05,M1.0,1990-06-06 16:42:00,,,M1.4,1.43E-05,,,,,,,
1990-07-07 10:21:00,1990-07-08 10:21:00,8,21,0.001,,0,,,,,,,1990-07-07 10:21:00,4.60E-06,C4.6,1990-07-07 10:21:00,,,C6.5,6.57E-06,,,,,,,
1990-07-10 20:00:00,1990-07-11 20:00:00,,,0.0006,,0,,,,,,,,,,,,,,,,,,,,,
1990-07-13 11:30:00,1990-07-14 11:30:00,,,0.0006,,0,,,,,,,1990-07-13 11:30:00,3.10E-05,M3.1,1990-07-13 11:30:00,,,M4.4,4.43E-05,,,,,,,M3.1 Start: 1990-07-13T09:59:00 End: 1990-07-13T12:42:00; no location
1990-07-23 08:38:00,1990-07-24 08:38:00,,,0.001,,0,,,,,,,1990-07-23 08:38:00,1.40E-06,C1.4,1990-07-23 08:38:00,,,C2.0,2.00E-06,,,,,,,
1990-08-01 12:00:00,1990-08-02 12:00:00,,,1,,0,,,,,,,,,,,,,,,,,,,,,
1990-08-10 18:09:00,1990-08-11 18:09:00,-72,20,0.01,,0,,,,,,,1990-08-10 18:09:00,7.90E-05,M7.9,1990-08-10 18:09:00,,,X1.1,0.00011286,,,,,,,
1990-08-24 08:30:00,1990-08-25 08:30:00,-3,-11,0.001,,0,,,,,,,1990-08-24 08:30:00,1.60E-05,M1.6,1990-08-24 08:30:00,,,M2.2,2.29E-05,,,,,,,
1990-09-23 13:13:00,1990-09-24 13:13:00,,,0.001,,0,,,,,,,1990-09-23 13:13:00,2.70E-05,M2.7,1990-09-23 13:13:00,,,M3.8,3.86E-05,,,,,,,
1990-10-11 07:39:00,1990-10-12 07:39:00,-44,9,0.0004,,0,,,,,,,1990-10-11 07:39:00,1.00E-05,M1.0,1990-10-11 07:39:00,,,M1.4,1.43E-05,,,,,,,
1990-10-23 12:00:00,1990-10-24 12:00:00,,,0.01,,0,,,,,,,,,,,,,,,,,,,,,
1990-11-11 04:49:00,1990-11-12 04:49:00,-18,10,0.01,,0,,,,,,,1990-11-11 04:49:00,2.10E-05,M2.1,1990-11-11 04:49:00,,,M3.0,3.00E-05,,,,,,,
1990-11-29 00:00:00,1990-11-30 00:00:00,,,0.0004,,0,,,,,,,,,,,,,,,,,,,,,
1990-12-10 07:55:00,1990-12-11 07:55:00,47,15,0.005,,0,,,,,,,1990-12-10 07:55:00,5.80E-05,M5.8,1990-12-10 07:55:00,,,M8.2,8.29E-05,,,,,,,
1990-12-23 09:43:00,1990-12-24 09:43:00,70,12,0.04,,0,,,,,,,1990-12-23 09:43:00,0.0001,X1.0,1990-12-23 09:43:00,,,X1.4,0.00014286,,,,,,,
1990-12-24 15:33:00,1990-12-25 15:33:00,80,10,0.04,,0,,,,,,,1990-12-24 15:33:00,0.00018,X1.8,1990-12-24 15:33:00,,,X2.5,0.00025714,,,,,,,
1991-01-25 06:30:00,1991-01-26 06:30:00,-78,-16,0.01,,0,,,,,,,1991-01-25 06:30:00,0.001,X10.0,1991-01-25 06:30:00,,,X14.2,0.0014286,,,,,,,
1991-02-08 06:29:00,1991-02-09 06:29:00,,,0.08,,0,,,,,,,1991-02-08 06:29:00,4.70E-05,M4.7,1991-02-08 06:29:00,,,M6.7,6.71E-05,,,,,,,
1991-02-24 11:00:00,1991-02-25 08:09:00,,,0.003,,0,,,,,,,,,,,,,,,,,,,,,
1991-03-02 14:57:00,1991-03-03 14:57:00,,,0.002,,0,,,,,,,1991-03-02 14:57:00,1.80E-05,M1.8,1991-03-02 14:57:00,,,M2.5,2.57E-05,,,,,,,
1991-03-07 15:00:00,1991-03-08 15:00:00,,,0.001,,0,,,,,,,,,,,,,,,,,,,,,
1991-03-12 12:28:00,1991-03-13 12:28:00,-58,-8,,,0,,,,,,,1991-03-12 12:28:00,0.00017,X1.7,1991-03-12 12:28:00,,,X2.4,0.00024286,,,,,,,
1991-03-31 19:27:00,1991-04-01 19:27:00,,,0.05,,0,,,,,,,,,,,,,,,,,,,,,
1991-04-22 07:07:00,1991-04-23 07:07:00,90,-28,0.01,,0,,,,,,,1991-04-22 07:07:00,5.90E-06,C5.9,1991-04-22 07:07:00,,,C8.4,8.43E-06,,,,,,,
1991-05-01 00:00:00,1991-05-02 00:00:00,,,0.001,,0,,,,,,,,,,,,,,,,,,,,,
1991-05-10 02:54:00,1991-05-11 02:54:00,-10,39,0.01,,0,,,,,,,1991-05-10 02:54:00,7.00E-06,C7.0,1991-05-10 02:54:00,,,M1.0,1.00E-05,,,,,,,
1991-05-18 05:06:00,1991-05-19 05:06:00,85,32,0.05,,0,,,,,,,1991-05-18 05:06:00,0.00028,X2.8,1991-05-18 05:06:00,,,X4.0,0.0004,,,,,,,
1991-06-01 15:29:00,1991-06-02 14:14:00,-90,25,,,0,,,,,,,1991-06-01 15:29:00,0.0012,X12.0,1991-06-01 15:29:00,,,X17.1,0.0017143,,,,,,,
1991-06-28 06:26:00,1991-06-29 06:26:00,-85,30,,,110,,,,,,,1991-06-28 06:26:00,6.00E-05,M6.0,1991-06-28 06:26:00,,,M8.5,8.57E-05,,,,,,,
1991-07-17 06:32:00,1991-07-18 06:32:00,-46,-25,0.001,,0,,,,,,,1991-07-17 06:32:00,0.00011,X1.1,1991-07-17 06:32:00,,,X1.5,0.00015714,,,,,,,
1991-08-03 01:23:00,1991-08-04 01:23:00,2,23,0.0006,,0,,,,,,,1991-08-03 01:23:00,2.90E-05,M2.9,1991-08-03 01:23:00,,,M4.1,4.14E-05,,,,,,,
1991-08-19 05:36:00,1991-08-19 22:00:00,58,4,0.001,,0,,,,,,,1991-08-19 05:36:00,8.40E-06,C8.4,1991-08-19 05:36:00,,,M1.2,1.20E-05,,,,,,,
1991-08-19 22:00:00,1991-08-20 22:00:00,,,0.0006,,0,,,,,,,,,,,,,,,,,,,,,
1991-08-27 14:18:00,1991-08-28 14:18:00,77,9,1,,0,,,,,,,1991-08-27 14:18:00,4.20E-06,C4.2,1991-08-27 14:18:00,,,C6.0,6.00E-06,,,,,,,
1991-09-06 12:00:00,1991-09-07 12:00:00,,,0.01,,0,,,,,,,,,,,,,,,,,,,,,
1991-10-27 05:49:00,1991-10-28 05:49:00,-17,-13,,,40,,,,,,,1991-10-27 05:49:00,0.00061,X6.1,1991-10-27 05:49:00,,,X8.7,0.00087143,,,,,,,
1991-11-10 00:00:00,1991-11-11 00:00:00,,,0.0006,,0,,,,,,,,,,,,,,,,,,,,,
1991-11-15 22:38:00,1991-11-16 22:38:00,19,-14,0.008,,0,,,,,,,1991-11-15 22:38:00,0.00015,X1.5,1991-11-15 22:38:00,,,X2.1,0.00021429,,,,,,,
1991-11-17 03:46:00,1991-11-18 03:46:00,33,-13,0.01,,0,,,,,,,1991-11-17 03:46:00,1.50E-05,M1.5,1991-11-17 03:46:00,,,M2.1,2.14E-05,,,,,,,
1991-12-11 21:04:00,1991-12-12 10:26:00,26,-16,0.0004,,0,,,,,,,1991-12-11 21:04:00,2.10E-05,M2.1,1991-12-11 21:04:00,,,M3.0,3.00E-05,,,,,,,
1991-12-12 10:26:00,1991-12-13 10:26:00,22,-18,0.01,,0,,,,,,,1991-12-12 10:26:00,6.70E-06,C6.7,1991-12-12 10:26:00,,,C9.5,9.57E-06,,,,,,,
1991-12-20 13:55:00,1991-12-21 13:55:00,-64,-15,0.0005,,0,,,,,,,1991-12-20 13:55:00,3.50E-05,M3.5,1991-12-20 13:55:00,,,M5.0,5.00E-05,,,,,,,
1991-12-28 21:12:00,1991-12-29 06:10:00,47,-16,0.01,,0,,,,,,,1991-12-28 21:12:00,7.80E-05,M7.8,1991-12-28 21:12:00,,,X1.1,0.00011143,,,,,,,
1991-12-29 06:10:00,1991-12-30 06:10:00,,,0.01,,0,,,,,,,1991-12-29 06:10:00,3.80E-06,C3.8,1991-12-29 06:10:00,,,C5.4,5.43E-06,,,,,,,
1991-12-30 10:21:00,1991-12-31 10:21:00,23,-17,0.002,,0,,,,,,,1991-12-30 10:21:00,4.60E-05,M4.6,1991-12-30 10:21:00,,,M6.5,6.57E-05,,,,,,,
1992-01-04 14:00:00,1992-01-05 14:00:00,,,0.01,,0,,,,,,,,,,,,,,,,,,,,,
1992-01-09 19:57:00,1992-01-10 19:57:00,,,0.0005,,0,,,,,,,1992-01-09 19:57:00,4.00E-06,C4.0,1992-01-09 19:57:00,,,C5.7,5.71E-06,,,,,,,
1992-02-05 20:16:00,1992-02-06 10:28:00,31,-15,0.01,,0,,,,,,,1992-02-05 20:16:00,3.10E-05,M3.1,1992-02-05 20:16:00,,,M4.4,4.43E-05,,,,,,,
1992-02-17 10:00:00,1992-02-18 10:00:00,,,0.01,,0,,,,,,,,,,,,,,,,,,,,,
1992-02-22 00:00:00,1992-02-23 00:00:00,,,0.0005,,0,,,,,,,,,,,,,,,,,,,,,
1992-02-24 23:16:00,1992-02-26 20:00:00,-29,7,0.0005,,0,,,,,,,1992-02-24 23:16:00,4.90E-05,M4.9,1992-02-24 23:16:00,,,M7.0,7.00E-05,,,,,,,M4.9 E29N07 Start: 1992-02-24T23:16:00 End: 1992-02-25T02:03:00; Peak at ESP in SW data gap; strong SC  2/26 1657 UT
1992-02-27 12:56:00,1992-02-28 12:56:00,2,6,0.04,,0,,,,,,,1992-02-27 12:56:00,0.00033,X3.3,1992-02-27 12:56:00,,,X4.7,0.00047143,,,,,,,
1992-03-07 12:00:00,1992-03-08 12:00:00,,,0.04,,0,,,,,,,,,,,,,,,,,,,,,
1992-03-16 00:00:00,1992-03-17 00:00:00,,,0.1,,0,,,,,,,,,,,,,,,,,,,,,
1992-04-01 06:00:00,1992-04-02 06:00:00,,,0.0005,,0,,,,,,,,,,,,,,,,,,,,,
1992-04-21 00:00:00,1992-04-22 00:00:00,,,0.001,,0,,,,,,,,,,,,,,,,,,,,,
1992-05-19 18:00:00,1992-05-20 18:00:00,,,0.0006,,0,,,,,,,,,,,,,,,,,,,,,
1992-05-24 05:33:00,1992-05-25 05:33:00,,,0.001,,0,,,,,,,1992-05-24 05:33:00,1.10E-06,C1.1,1992-05-24 05:33:00,,,C1.5,1.57E-06,,,,,,,
1992-07-17 21:12:00,1992-07-18 21:12:00,72,-12,0.002,,0,,,,,,,1992-07-17 21:12:00,7.10E-06,C7.1,1992-07-17 21:12:00,,,M1.0,1.01E-05,,,,,,,
1992-08-03 06:29:00,1992-08-04 06:29:00,-68,-9,0.002,,14,,,,,,,1992-08-03 06:29:00,4.80E-05,M4.8,1992-08-03 06:29:00,,,M6.8,6.86E-05,,,,,,,
1992-10-04 22:36:00,1992-10-05 22:36:00,90,-5,0.0005,,0,,,,,,,1992-10-04 22:36:00,2.40E-05,M2.4,1992-10-04 22:36:00,,,M3.4,3.43E-05,,,,,,,
1992-10-06 20:00:00,1992-10-07 20:00:00,,,0.0005,,0,,,,,,,,,,,,,,,,,,,,,
1992-11-23 20:23:00,1992-11-24 20:23:00,89,-8,0.05,,0,,,,,,,1992-11-23 20:23:00,4.40E-05,M4.4,1992-11-23 20:23:00,,,M6.2,6.29E-05,,,,,,,
1992-11-29 12:33:00,1992-11-30 12:33:00,1,-16,0.05,,0,,,,,,,1992-11-29 12:33:00,1.40E-05,M1.4,1992-11-29 12:33:00,,,M2.0,2.00E-05,,,,,,,
1993-03-03 12:00:00,1993-03-04 12:00:00,,,0.001,,0,,,,,,,,,,,,,,,,,,,,,
1993-04-08 01:51:00,1993-04-09 01:51:00,41,-6,,,0,,,,,,,1993-04-08 01:51:00,5.90E-06,C5.9,1993-04-08 01:51:00,,,C8.4,8.43E-06,,,,,,,
1993-05-08 12:00:00,1993-05-09 12:00:00,,,0.0005,,0,,,,,,,,,,,,,,,,,,,,,
1993-05-14 22:53:00,1993-05-15 22:53:00,48,19,0.005,,0,,,,,,,1993-05-14 22:53:00,4.40E-05,M4.4,1993-05-14 22:53:00,,,M6.2,6.29E-05,,,,,,,
1993-06-07 13:51:00,1993-06-08 13:51:00,30,-10,,,0,,,,,,,1993-06-07 13:51:00,5.40E-05,M5.4,1993-06-07 13:51:00,,,M7.7,7.71E-05,,,,,,,
1993-06-24 07:16:00,1993-06-25 07:16:00,-64,-11,0.002,,0,,,,,,,1993-06-24 07:16:00,9.70E-05,M9.7,1993-06-24 07:16:00,,,X1.3,0.00013857,,,,,,,
1993-08-11 10:29:00,1993-08-12 10:29:00,48,7,0.01,,0,,,,,,,1993-08-11 10:29:00,1.50E-05,M1.5,1993-08-11 10:29:00,,,M2.1,2.14E-05,,,,,,,
1993-09-25 18:00:00,1993-09-26 18:00:00,,,0.005,,0,,,,,,,,,,,,,,,,,,,,,
1994-02-20 03:08:00,1994-02-21 03:08:00,2,9,0.5,,10000,,,,,,,1994-02-20 03:08:00,4.00E-05,M4.0,1994-02-20 03:08:00,,,M5.7,5.71E-05,,,,,,,
1994-04-14 12:00:00,1994-04-15 12:00:00,,,0.002,,0,,,,,,,,,,,,,,,,,,,,,
1994-06-30 21:22:00,1994-07-01 21:22:00,-27,-12,0.001,,0,,,,,,,1994-06-30 21:22:00,2.50E-05,M2.5,1994-06-30 21:22:00,,,M3.5,3.57E-05,,,,,,,
1994-07-12 09:33:00,1994-07-13 09:33:00,52,12,0.01,,0,,,,,,,1994-07-12 09:33:00,6.00E-06,C6.0,1994-07-12 09:33:00,,,C8.5,8.57E-06,,,,,,,
1994-07-31 12:22:00,1994-08-01 12:22:00,,,0.0005,,0,,,,,,,1994-07-31 12:22:00,1.20E-07,B1.2,1994-07-31 12:22:00,,,B1.7,1.71E-07,,,,,,,
1994-09-11 05:54:00,1994-09-12 05:54:00,73,-13,0.001,,0,,,,,,,1994-09-11 05:54:00,8.70E-06,C8.7,1994-09-11 05:54:00,,,M1.2,1.24E-05,,,,,,,
1994-09-16 04:00:00,1994-09-17 04:00:00,,,0.01,,0,,,,,,,,,,,,,,,,,,,,,
1994-10-19 23:13:00,1994-10-20 23:13:00,24,12,0.3,,35,,,,,,,1994-10-19 23:13:00,3.20E-05,M3.2,1994-10-19 23:13:00,,,M4.5,4.57E-05,,,,,,,
1994-10-25 10:08:00,1994-10-26 10:08:00,11,-6,0.02,,0,,,,,,,1994-10-25 10:08:00,4.70E-06,C4.7,1994-10-25 10:08:00,,,C6.7,6.71E-06,,,,,,,
1995-04-22 11:50:00,1995-04-23 11:50:00,90,0,0.01,,0,,,,,,,1995-04-22 11:50:00,7.10E-05,M7.1,1995-04-22 11:37:00,1995-04-22 11:51:00,1995-04-22 11:59:00,X1.0,0.000101571,0.064535141,22,14,2E+11,8,,
1996-07-09 09:13:00,1996-07-10 09:13:00,30,-10,0.0005,,0,452,1996-07-09 12:28:18,452,86,273,257,1996-07-09 09:13:00,0.00026,X2.6,1996-07-09 09:03:00,1996-07-09 09:11:00,1996-07-09 09:15:00,X3.6,0.000365714,0.108749144,12,8,2E+11,8,,
1996-07-12 15:39:00,1996-07-13 15:39:00,72,-11,0.0001,,0,1085,1996-07-12 15:37:40,1085,68,260,269,1996-07-12 15:39:00,4.90E-06,C4.9,1996-07-12 15:14:00,1996-07-12 15:32:00,1996-07-12 15:42:00,C6.7,6.77E-06,0.006197572,28,18,2E+11,8,,
1996-08-13 15:35:00,1996-08-14 15:35:00,,,0.001,,0,620,1996-08-13 16:09:18,620,153,258,231,,,,,,,,,,,,,,,
1996-11-27 00:32:00,1996-11-27 14:25:00,,,0.0003,,0,548,,,,,,1996-11-27 00:32:00,9.00E-07,B9.0,1996-11-27 00:32:00,,,C1.2,1.29E-06,,,,,,,
1996-11-27 14:25:00,1996-11-28 14:25:00,,,0.0003,,0,,,,,,,,,,,,,,,,,,,,,
1996-11-28 17:32:00,1996-11-29 17:32:00,,,0.0007,,0,984,1996-11-28 16:50:06,984,101,267,267,1996-11-28 17:32:00,1.10E-06,C1.1,1996-11-28 17:09:00,1996-11-28 17:16:00,,C1.7,1.80E-06,,,7,2E+11,8,,
1996-12-24 13:11:00,1996-12-25 13:11:00,,,0.001,,0,325,1996-12-24 13:28:58,325,69,265,266,1996-12-24 13:11:00,2.10E-06,C2.1,1996-12-24 13:02:00,1996-12-24 13:11:00,1996-12-24 13:23:00,C3.0,3.01E-06,0.002491843,21,9,2E+11,8,,